,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
2801,科达股份,0.0005,0.0006,0.0233,0.0016,0.1746
2802,科华控股,0.0002,0.0001,0.0022,0.0001,0.0181
2803,乐惠国际,0.0001,0.0,0.0019,0.0001,0.0063
2804,中国医药,0.0,0.0,0.0001,0.0,0.002
2805,林海股份,0.0,0.0,-0.0074,-0.0002,-0.0167
2806,世荣兆业,-0.0001,0.0,-0.0004,-0.0001,-0.0093
2807,众信旅游,-0.0002,-0.0005,-0.0509,-0.0009,-0.1094
2808,金健米业,-0.0004,-0.0006,,-0.0009,-0.0993
2809,贤丰控股,-0.0004,-0.0002,-0.0748,-0.0009,-0.0959
2810,惠发股份,-0.0006,-0.0006,-0.0146,-0.0013,-0.1544
2811,威华股份,-0.0006,-0.0004,-0.0093,-0.001,-0.1151
2812,凯发电气,-0.0007,-0.0005,-0.0747,-0.0009,-0.1214
2813,全柴动力,-0.0009,-0.0008,-0.0866,-0.0018,-0.1932
2814,京泉华,-0.001,-0.0008,-0.015,-0.0016,-0.1964
2815,合诚股份,-0.0012,-0.0006,-0.011000000000000001,-0.0012,-0.183
2816,思创医惠,-0.0017,-0.0007,-0.016,-0.0019,-0.2289
2817,威尔泰,-0.002,-0.0011,-0.0516,-0.0082,-0.917
2818,恒通股份,-0.0021,-0.0074,-0.1993,-0.0223,-2.3135
2819,达威股份,-0.0022,-0.001,-0.0188,-0.0108,-1.1612
2820,深圳华强,-0.0022,-0.0025,-0.0338,-0.005,-0.6325
2821,海信电器,-0.0025,-0.003,-0.1594,-0.0062,-0.7194
2822,模塑科技,-0.003,-0.002,-1.4381,-0.0029,-0.3789
2823,海兴电力,-0.0031,-0.0012,-0.0242,-0.0053,-0.6156
2824,精艺股份,-0.0034,-0.0095,-0.4123,-0.0213,-2.1541
2825,上海钢联,-0.0035,-0.0347,-1.6593,-0.0466,-4.6874
2826,巨人网络,-0.0036,-0.0013,-0.0116,-0.0085,-1.046
2827,江铃汽车,-0.0036,-0.0043,-1.1062,-0.0078,-0.8019
2828,隆平高科,-0.004,-0.0009,-0.0159,-0.0018,-0.3245
2829,惠天热电,-0.004,-0.0013,-0.3332,-0.0017,-0.1997
2830,五矿发展,-0.0041,-0.0111,,-0.0163,-1.6844
2831,顺钠股份,-0.0041,-0.0157,,-0.0252,-2.9983
2832,高科石化,-0.0041,-0.0037,-0.156,-0.0197,-1.9965
2833,东南网架,-0.0045,-0.0037,-0.2135,-0.0062,-0.6191
2834,天喻信息,-0.0047,-0.0053,-0.0982,-0.0138,-1.4455
2835,元隆雅图,-0.0048,-0.005,-0.0512,-0.0137,-1.3934
2836,惠而浦,-0.0048,-0.0036,-0.1154,-0.0072,-0.7404
2837,瑞康医药,-0.005,-0.0049,-0.1326,-0.0072,-0.7964
2838,杰克股份,-0.005,-0.0052,-0.0457,-0.0145,-1.8024
2839,金贵银业,-0.0051,-0.0046,-0.409,-0.0068,-0.8062
2840,中国海诚,-0.0055,-0.0067,-0.1358,-0.01,-1.0142
2841,达安股份,-0.0056,-0.0028,-0.0423,-0.0084,-1.1342
2842,哈空调,-0.0056,-0.0025,-0.2049,-0.004,-0.4056
2843,雪人股份,-0.0057,-0.0019,-0.5079,-0.0046,-0.5164
2844,上机数控,-0.0057,-0.0022,-0.0194,-0.0191,-1.9394
2845,格尔软件,-0.0058,-0.0025,-0.0251,-0.0177,-1.8092
2846,北方华创,-0.0062,-0.002,-0.0723,-0.0033,-0.4621
2847,浦东建设,-0.0063,-0.002,-0.0501,-0.004,-0.507
2848,环旭电子,-0.0065,-0.0109,-0.1855,-0.0204,-2.0655
2849,华纺股份,-0.0066,-0.006,-1.0332,-0.01,-1.0633
2850,广和通,-0.0072,-0.0089,-0.1029,-0.0161,-1.631
2851,曙光股份,-0.0072,-0.0033,,-0.0062,-0.8340000000000001
2852,航天电子,-0.0076,-0.004,-0.2073,-0.0077,-0.7879
2853,盛路通信,-0.008,-0.0021,-0.0957,-0.0044,-0.8278
2854,龙头股份,-0.008,-0.0118,-0.8983,-0.0311,-3.1245
2855,*ST瑞德,-0.0082,-0.0021,,-0.0025,-0.3272
2856,闽发铝业,-0.0082,-0.0068,-0.3454,-0.0583,-7.6225
2857,常青股份,-0.0083,-0.0053,-0.1998,-0.0127,-1.4859
2858,厦门信达,-0.0085,-0.0337,-11.6431,-0.0487,-5.5195
2859,老凤祥,-0.0085,-0.0239,-0.237,-0.0457,-5.3026
2860,*ST菲达,-0.0087,-0.0038,,-0.005,-0.56
2861,通程控股,-0.0088,-0.0067,-0.1966,-0.017,-1.9827
2862,北京科锐,-0.009000000000000001,-0.0064,-0.2144,-0.0131,-1.4853
2863,汇源通信,-0.0093,-0.0066,,-0.0117,-1.2505
2864,新大陆,-0.0097,-0.0051,-0.0924,-0.01,-1.0514
2865,日出东方,-0.0097,-0.0053,,-0.0116,-1.2111
2866,天龙集团,-0.0097,-0.0308,,-0.053,-5.5094
2867,新华都,-0.0099,-0.0187,,-0.0339,-3.4257
2868,创维数字,-0.01,-0.0093,-0.2453,-0.0148,-1.5259
2869,宝色股份,-0.0102,-0.0049,-0.4994,-0.0083,-0.8507
2870,亚泰国际,-0.0104,-0.0086,-0.2095,-0.0174,-1.7796
2871,裕兴股份,-0.0104,-0.0047,-0.1005,-0.0489,-5.4066
2872,晶华新材,-0.0105,-0.006999999999999999,-0.3649,-0.0179,-2.2028
2873,雪莱特,-0.0106,-0.0038,,-0.0053,-0.5359
2874,维科技术,-0.0107,-0.006999999999999999,-0.3054,-0.0157,-1.6259
2875,保税科技,-0.0107,-0.0047,-0.3229,-0.0141,-2.5596
2876,秦川机床,-0.0108,-0.0038,,-0.006,-0.7814
2877,三维通信,-0.0112,-0.0087,-0.1744,-0.0188,-2.2539
2878,金桥信息,-0.0112,-0.0081,-0.1822,-0.016,-1.6130000000000002
2879,沈阳机床,-0.0113,-0.0028,,-0.0028,-0.3162
2880,浙江世宝,-0.0113,-0.0063,-6.5367,-0.0232,-2.5679
2881,宜安科技,-0.0113,-0.0056,-0.2816,-0.0175,-2.2513
2882,福田汽车,-0.0114,-0.0079,,-0.0107,-1.2767
2883,南京医药,-0.0117,-0.0188,-1.0609,-0.0238,-2.4229
2884,爱乐达,-0.0118,-0.0018,-0.022000000000000002,-0.0193,-5.132000000000001
2885,龙大肉食,-0.0121,-0.0284,-0.518,-0.0708,-7.1522
2886,嘉麟杰,-0.0122,-0.0096,-0.603,-0.0673,-7.505
2887,先导智能,-0.0123,-0.0057,-0.0646,-0.0096,-1.064
2888,海鸥股份,-0.0124,-0.0053,-0.2232,-0.0098,-1.0578
2889,联创互联,-0.0124,-0.0111,,-0.0254,-2.5563
2890,世嘉科技,-0.0124,-0.0079,-0.3107,-0.0276,-2.8025
2891,兰生股份,-0.0124,-0.0103,-0.1701,-0.0398,-4.4312
2892,北京利尔,-0.0126,-0.0078,-0.1207,-0.0233,-2.366
2893,长虹美菱,-0.0126,-0.0142,-6.3242,-0.0212,-2.2136
2894,台基股份,-0.0133,-0.0053,-0.0646,-0.0358,-3.6465
2895,三爱富,-0.0134,-0.0064,-0.0411,-0.0653,-6.8822
2896,利欧股份,-0.0136,-0.0118,,-0.0231,-2.9498
2897,罗博特科,-0.0138,-0.0104,-0.0955,-0.0163,-1.6272
2898,*ST莲花,-0.0139,-0.0141,,-0.0109,-1.1199
2899,亚厦股份,-0.0139,-0.0061,-0.3436,-0.01,-1.011
2900,东方通信,-0.0141,-0.0089,-0.2609,-0.0495,-4.9853
2901,特发信息,-0.0142,-0.0107,-0.2591,-0.0169,-1.8981
2902,红豆股份,-0.0145,-0.0066,-0.1729,-0.0251,-2.5065
2903,爱普股份,-0.0146,-0.0153,-0.285,-0.1548,-16.177
2904,博世科,-0.0146,-0.0061,-0.1719,-0.0083,-1.3421
2905,蓝海华腾,-0.0149,-0.0056,-0.2436,-0.0169,-1.6873
2906,*ST信通,-0.0149,-0.0069,,-0.0054,-3.7138
2907,湘邮科技,-0.0149,-0.0086,-2.847,-0.0152,-1.6253
2908,航天彩虹,-0.015,-0.0051,-0.1544,-0.0259,-2.8492
2909,众业达,-0.015,-0.0241,-0.6573,-0.0868,-8.7765
2910,鹏翎股份,-0.015,-0.008,-0.1725,-0.0225,-2.4207
2911,英可瑞,-0.0151,-0.0047,-0.3006,-0.0202,-2.0537
2912,国祯环保,-0.0152,-0.006,-0.1964,-0.0081,-1.4944
2913,锌业股份,-0.0152,-0.0273,-2.4014,-0.0569,-5.9004
2914,圣阳股份,-0.0154,-0.0148,-1.6085,-0.04,-5.7712
2915,睿能科技,-0.0155,-0.0189,-0.2565,-0.0624,-6.2381
2916,成都路桥,-0.0158,-0.0073,-2.0598,-0.0134,-1.5476
2917,御家汇,-0.0158,-0.0186,-0.2777,-0.0699,-7.5209
2918,特力A,-0.0159,-0.004,-0.0763,-0.0118,-1.2695
2919,金龙羽,-0.0159,-0.0229,-0.2167,-0.075,-7.5425
2920,奥马电器,-0.016,-0.0131,,-0.0173,-1.8918
2921,劲胜智能,-0.016,-0.0105,,-0.0156,-1.7218
2922,嘉事堂,-0.0162,-0.0269,-0.5113,-0.040999999999999995,-4.5835
2923,安车检测,-0.0162,-0.0076,-0.0684,-0.0202,-2.0232
2924,完美世界,-0.0162,-0.0081,-0.0739,-0.0195,-3.3149
2925,远大控股,-0.0164,-0.1554,-11.5953,-0.2537,-30.0885
2926,中青宝,-0.0164,-0.0045,-0.1437,-0.0118,-1.2591
2927,慈星股份,-0.0165,-0.0051,-0.2184,-0.0195,-1.9654
2928,国际实业,-0.0166,-0.0033,-0.1835,-0.0153,-1.6612
2929,捷顺科技,-0.0168,-0.0059,-0.1574,-0.03,-3.0610000000000004
2930,紫天科技,-0.0169,-0.0051,-0.0991,-0.0131,-1.3223
2931,渤海汽车,-0.0171,-0.006999999999999999,-0.5335,-0.0156,-2.7138
2932,旋极信息,-0.0172,-0.0081,-0.8566,-0.0209,-2.1349
2933,绿茵生态,-0.0173,-0.004,-0.057,-0.0206,-2.0569
2934,ST远程,-0.0175,-0.0178,,-0.0288,-3.4841
2935,钱江摩托,-0.0176,-0.0125,-1.4802,-0.0294,-3.3663
2936,广汽集团,-0.0177,-0.0096,-0.1158,-0.0234,-3.1312
2937,苏大维格,-0.0177,-0.0097,-0.3564,-0.0314,-3.2604
2938,英唐智控,-0.018000000000000002,-0.0371,-1.0985,-0.0552,-6.5811
2939,金通灵,-0.0183,-0.006,-0.3804,-0.0104,-1.0967
2940,晨光生物,-0.0183,-0.0167,-0.3945,-0.0347,-3.6112
2941,浙江富润,-0.0186,-0.0124,-0.179,-0.0351,-4.2925
2942,东方电气,-0.0186,-0.006,-0.4764,-0.0091,-1.0471
2943,科大国创,-0.0186,-0.0086,-0.3572,-0.0224,-2.4187
2944,新经典,-0.0186,-0.0087,-0.0699,-0.0843,-8.4396
2945,*ST刚泰,-0.0188,-0.0183,,-0.0324,-3.7999
2946,中科金财,-0.019,-0.0074,,-0.0223,-2.3244
2947,江南高纤,-0.0193,-0.0106,-0.2996,-0.3667,-45.9354
2948,天海防务,-0.0194,-0.0085,,-0.0125,-1.2611
2949,天铁股份,-0.0198,-0.0055,-0.1175,-0.0134,-1.5606
2950,惠达卫浴,-0.0201,-0.0132,-0.2247,-0.053,-6.1279
2951,运达科技,-0.0211,-0.0059,-0.1057,-0.0164,-1.662
2952,同方股份,-0.0212,-0.0083,,-0.012,-1.7713
2953,星星科技,-0.0212,-0.0099,,-0.0125,-1.5085
2954,ST抚钢,-0.0212,-0.0156,-0.0476,-0.0329,-13.0251
2955,合力泰,-0.0214,-0.0132,-0.27699999999999997,-0.0223,-2.5326
2956,弘高创意,-0.0216,-0.0068,-4.2881,-0.0086,-0.8572
2957,润欣科技,-0.0216,-0.0302,-2.2564,-0.0764,-7.77
2958,盛通股份,-0.0218,-0.0165,-0.3198,-0.0471,-6.2214
2959,青岛金王,-0.0218,-0.0201,-0.7662,-0.0467,-7.2813
2960,日播时尚,-0.0219,-0.0194,-0.8777,-0.0716,-7.9987
2961,汉王科技,-0.0226,-0.0146,-1.055,-0.0618,-6.2336
2962,华东重机,-0.0228,-0.0383,-0.7032,-0.1882,-18.9439
2963,ST沪科,-0.023,-0.1339,,-0.2073,-21.6513
2964,东湖高新,-0.0233,-0.0086,-0.4797,-0.0109,-1.5689
2965,美克家居,-0.0237,-0.0142,-0.2797,-0.0316,-4.1602
2966,国投中鲁,-0.024,-0.0118,-2.2711,-0.0237,-2.7684
2967,常铝股份,-0.0243,-0.0157,,-0.0288,-3.108
2968,*ST中绒,-0.0243,-0.0059,,-0.0052,-0.5919
2969,龙韵股份,-0.0245,-0.0229,-1.3298,-0.0723,-7.2253
2970,路通视信,-0.0246,-0.0101,-0.8724,-0.0452,-4.5989
2971,南京聚隆,-0.0247,-0.0255,-1.1177,-0.0825,-8.6969
2972,新澳股份,-0.0248,-0.0209,-0.3171,-0.0953,-9.6289
2973,铭普光磁,-0.0248,-0.0221,-1.5664,-0.054000000000000006,-5.422000000000001
2974,天源迪科,-0.025,-0.0201,-0.3846,-0.0609,-6.1642
2975,华茂股份,-0.025,-0.0092,-0.7225,-0.0211,-3.1621
2976,新五丰,-0.0251,-0.0321,,-0.1183,-15.7142
2977,华升股份,-0.0251,-0.0245,-1.8494,-0.0682,-7.4047
2978,*ST天雁,-0.0255,-0.0103,,-0.0178,-2.0326
2979,福日电子,-0.0255,-0.0367,-9.6027,-0.0507,-5.2159
2980,上海物贸,-0.0255,-0.0922,-3.0901,-0.1504,-16.6137
2981,宝胜股份,-0.0258,-0.0499,-5.6666,-0.0695,-7.8201
2982,太阳电缆,-0.0258,-0.0346,-1.0813,-0.0549,-5.9188
2983,德联集团,-0.0258,-0.0255,-0.6602,-0.1204,-12.4443
2984,航天机电,-0.0263,-0.0154,-5.5282,-0.037000000000000005,-5.1436
2985,迪威迅,-0.0264,-0.0066,,-0.0158,-1.6205
2986,南宁百货,-0.0265,-0.0276,,-0.0548,-5.5119
2987,科力远,-0.0268,-0.008,-9.5392,-0.0175,-3.5417
2988,精工钢构,-0.0271,-0.0176,-1.2932,-0.0278,-3.0187
2989,天业通联,-0.0272,-0.0065,-1.9515,-0.0449,-4.572
2990,华测导航,-0.0274,-0.0188,-0.2415,-0.0513,-5.7296
2991,*ST人乐,-0.0278,-0.0484,,-0.0695,-7.1871
2992,西陇科学,-0.0282,-0.0277,-1.4783,-0.0574,-6.8774
2993,联络互动,-0.0286,-0.0286,,-0.0497,-6.0092
2994,优博讯,-0.0287,-0.0229,-0.209,-0.061,-6.1811
2995,恒华科技,-0.0288,-0.0137,-0.1253,-0.0513,-5.1516
2996,三雄极光,-0.0289,-0.0254,-0.3894,-0.1046,-10.7656
2997,欣天科技,-0.0292,-0.0127,-0.4446,-0.0878,-8.7779
2998,爱迪尔,-0.0292,-0.021,-1.1003,-0.0546,-5.9576
2999,纵横通信,-0.0293,-0.0156,-0.3918,-0.0416,-4.1635
3000,中嘉博创,-0.0295,-0.0168,-0.3532,-0.0518,-5.8458
3001,海王生物,-0.0296,-0.0276,-1.6372,-0.0334,-3.7114
3002,三圣股份,-0.0298,-0.017,-0.6082,-0.026000000000000002,-3.9063
3003,三星新材,-0.0299,-0.0154,-0.1629,-0.1024,-10.5402
3004,ST蓝科,-0.0304,-0.0078,-0.4403,-0.0184,-2.1186
3005,津劝业,-0.0305,-0.0037,,-0.0046,-0.4565
3006,嘉寓股份,-0.0309,-0.0194,-2.1565,-0.0244,-2.7396
3007,中天金融,-0.0314,-0.0043,-0.3061,-0.0054,-0.7647
3008,轴研科技,-0.0316,-0.0142,-1.2684,-0.0367,-4.2473
3009,搜于特,-0.032,-0.0582,-1.2615,-0.1293,-13.7042
3010,中亚股份,-0.0324,-0.0116,-0.1254,-0.0349,-3.5473
3011,阳光股份,-0.0326,-0.0014,-0.111,-0.0033,-0.7219
3012,光华科技,-0.0327,-0.0201,-0.3793,-0.0415,-6.1186
3013,凤凰光学,-0.0328,-0.0257,,-0.0524,-5.3423
3014,科士达,-0.033,-0.0253,-0.3874,-0.0803,-9.6598
3015,喜临门,-0.0331,-0.0233,,-0.0393,-4.1658
3016,信邦制药,-0.0332,-0.0201,,-0.0384,-4.095
3017,金力泰,-0.0333,-0.0235,-2.8696,-0.1092,-11.4315
3018,得润电子,-0.0336,-0.0246,-1.0177,-0.0354,-4.1496
3019,川润股份,-0.0338,-0.0125,-0.504,-0.0402,-4.3437
3020,中信国安,-0.0338,-0.0076,-0.0699,-0.0161,-2.1414
3021,上海凤凰,-0.0338,-0.0146,-1.9863,-0.0714,-8.2487
3022,华孚时尚,-0.034,-0.0263,-0.6447,-0.0435,-4.534
3023,深华发A,-0.0344,-0.0355,-6.6447,-0.0747,-7.471
3024,丰乐种业,-0.0347,-0.0274,-1.1673,-0.0818,-8.7605
3025,西宁特钢,-0.0348,-0.01,,-0.0108,-1.4582
3026,美晨生态,-0.0351,-0.0133,-0.3232,-0.022000000000000002,-2.568
3027,安居宝,-0.0355,-0.0206,-1.1279,-0.0846,-9.0874
3028,能科股份,-0.0355,-0.0148,-0.2297,-0.0781,-8.1773
3029,和胜股份,-0.0355,-0.0323,-1.9803,-0.10400000000000001,-11.2494
3030,天瑞仪器,-0.0356,-0.0163,-0.7255,-0.0655,-6.7843
3031,万集科技,-0.0357,-0.0198,-3.9965,-0.0505,-5.6012
3032,*ST天马,-0.036000000000000004,-0.0086,,-0.0154,-3.9739999999999998
3033,金地集团,-0.0363,-0.0066,-0.1511,-0.0086,-1.3003
3034,实达集团,-0.0364,-0.0335,,-0.0521,-5.3696
3035,设研院,-0.0364,-0.0102,-0.1373,-0.022000000000000002,-2.5222
3036,宜昌交运,-0.0365,-0.019,-0.7322,-0.0443,-5.7185
3037,南岭民爆,-0.0365,-0.0213,-3.3938,-0.0469,-5.2155
3038,大湖股份,-0.0367,-0.0218,-2.3122,-0.0887,-9.6366
3039,中科信息,-0.037000000000000005,-0.0174,-0.2751,-0.0772,-8.1507
3040,迦南科技,-0.0373,-0.0159,-0.4717,-0.0412,-4.203
3041,激智科技,-0.0374,-0.0179,-0.8152,-0.0269,-2.9672
3042,登海种业,-0.0377,-0.0076,,-0.0581,-6.3459
3043,赛福天,-0.0378,-0.0214,-1.2239,-0.0776,-7.9616
3044,澳洋健康,-0.0381,-0.0276,,-0.0399,-4.849
3045,上海洗霸,-0.0382,-0.0171,-0.1963,-0.0936,-9.3638
3046,渤海股份,-0.0383,-0.0095,-0.6524,-0.0161,-2.4519
3047,凯伦股份,-0.0389,-0.0265,-0.3702,-0.0506,-5.079
3048,合锻智能,-0.039,-0.0138,-0.6065,-0.0599,-6.7956
3049,芒果超媒,-0.039,-0.0311,-0.4064,-0.0586,-6.0996
3050,麦格米特,-0.0396,-0.0298,-0.3683,-0.0633,-6.5396
3051,广州浪奇,-0.0397,-0.0673,-14.3787,-0.092,-9.2876
3052,中国动力,-0.0397,-0.0206,-0.7552,-0.0448,-5.2452
3053,太化股份,-0.0398,-0.0244,,-0.0394,-5.4984
3054,华伍股份,-0.04,-0.0153,,-0.0328,-3.8424
3055,捷佳伟创,-0.0404,-0.0136,-0.1971,-0.0272,-2.7414
3056,宁波富邦,-0.040999999999999995,-0.0468,,-0.055999999999999994,-5.6254
3057,宜通世纪,-0.0412,-0.0423,,-0.1078,-11.0042
3058,出版传媒,-0.0413,-0.0288,-0.5441,-0.0833,-8.8645
3059,ST云维,-0.0415,-0.1217,-3.213,-0.759,-239.2492
3060,华扬联众,-0.0419,-0.0725,-3.8772,-0.0925,-9.4973
3061,京天利,-0.0419,-0.027999999999999997,-0.5524,-0.1904,-26.7813
3062,苏博特,-0.0422,-0.0277,-0.3626,-0.0678,-7.041
3063,永鼎股份,-0.0423,-0.0249,-0.5562,-0.0588,-6.5008
3064,红墙股份,-0.0426,-0.027999999999999997,-0.5814,-0.1033,-10.342
3065,利通电子,-0.0432,-0.0358,-0.7458,-0.0704,-7.0778
3066,高新兴,-0.0435,-0.0186,-0.2835,-0.057999999999999996,-6.4685
3067,*ST升达,-0.0435,-0.0136,,-0.0321,-3.6557
3068,东风汽车,-0.0438,-0.0322,-1.1517,-0.052000000000000005,-5.4191
3069,东珠生态,-0.0442,-0.0149,-0.2165,-0.0342,-3.4176
3070,江泉实业,-0.0447,-0.0178,,-0.3441,-34.4074
3071,民德电子,-0.0448,-0.0199,-0.22399999999999998,-0.0808,-12.8339
3072,华光股份,-0.0449,-0.0289,-0.6819,-0.0531,-5.7741
3073,*ST鹏起,-0.0452,-0.0194,,-0.0257,-3.0592
3074,江苏索普,-0.0461,-0.0413,-6.1075,-0.3629,-40.1514
3075,雷柏科技,-0.0464,-0.0168,-2.8158,-0.1515,-16.5889
3076,金溢科技,-0.0465,-0.0203,-1.6902,-0.0734,-7.5248
3077,二三四五,-0.0473,-0.0152,-0.1301,-0.073,-9.7294
3078,中国西电,-0.0479,-0.019,-1.2163,-0.0473,-5.3408
3079,天健集团,-0.0483,-0.0155,-0.6355,-0.0214,-2.9925
3080,塞力斯,-0.0484,-0.0247,-0.5482,-0.0667,-6.8316
3081,*ST中科,-0.0484,-0.0248,-1.3363,-0.0392,-3.9841
3082,德创环保,-0.0493,-0.0272,-2.862,-0.0446,-4.6251
3083,东方金钰,-0.0496,-0.0128,,-0.0147,-1.9214
3084,辉隆股份,-0.0497,-0.1015,-5.2477,-0.1477,-14.8425
3085,奇信股份,-0.0498,-0.0504,-1.5594,-0.0836,-8.399
3086,天泽信息,-0.0499,-0.0168,-2.9097,-0.0666,-6.7242
3087,北方稀土,-0.0501,-0.0295,-1.2073,-0.062,-11.3949
3088,高鸿股份,-0.0502,-0.0532,-7.9818,-0.0963,-10.4114
3089,贵州百灵,-0.0502,-0.0263,-0.2754,-0.0767,-7.7845
3090,石化油服,-0.0503,-0.0483,-20.6946,-0.0533,-5.5506
3091,华菱精工,-0.0505,-0.0488,-0.8059999999999999,-0.1611,-17.3092
3092,东方银星,-0.0509,-0.4198,-4.7776,-1.9285,-192.8483
3093,全志科技,-0.0511,-0.0281,-0.6478,-0.2194,-23.5002
3094,汇金股份,-0.0517,-0.0272,-1.2176,-0.0636,-8.8654
3095,华脉科技,-0.0518,-0.0251,,-0.043,-4.9603
3096,ST罗顿,-0.0521,-0.0099,-4.0276,-0.0518,-5.1796
3097,中粮生化,-0.0522,-0.0455,-1.7846,-0.0868,-9.4169
3098,*ST荣联,-0.0522,-0.0292,,-0.0679,-7.8082
3099,先河环保,-0.0526,-0.0292,-0.2704,-0.1186,-11.99
3100,西部建设,-0.0527,-0.0501,-2.9349,-0.0775,-8.6872
3101,航新科技,-0.0527,-0.0184,-0.8017,-0.033,-5.6297
3102,东百集团,-0.0528,-0.0188,-0.5727,-0.0275,-4.571000000000001
3103,剑桥科技,-0.053,-0.0609,-2.1775,-0.1034,-10.6353
3104,勘设股份,-0.053,-0.0287,-0.3229,-0.0653,-6.5792
3105,安徽水利,-0.0531,-0.0273,-2.5131,-0.0324,-3.9671
3106,绿庭投资,-0.0534,-0.0027,-0.0393,-0.0093,-1.2182
3107,华菱星马,-0.0541,-0.0316,-6.432,-0.0411,-4.4127
3108,*ST仰帆,-0.0542,-0.0012,,-0.0016,-0.1746
3109,龙元建设,-0.0543,-0.0213,-1.1645,-0.0269,-3.39
3110,白云电器,-0.0548,-0.0271,-0.7918,-0.0533,-6.9941
3111,同为股份,-0.0554,-0.0394,-8.5137,-0.1615,-16.5334
3112,嘉澳环保,-0.0557,-0.0402,-1.0299,-0.0871,-14.2962
3113,史丹利,-0.0559,-0.0433,-1.6729,-0.1095,-11.8659
3114,摩登大道,-0.0559,-0.0261,-11.0533,-0.1007,-14.5665
3115,华联股份,-0.0559,-0.0051,-2.4188,-0.0121,-1.9863
3116,佳云科技,-0.055999999999999994,-0.1459,,-0.2809,-28.425
3117,长城军工,-0.0561,-0.0224,-0.8221,-0.0593,-8.5988
3118,瑞贝卡,-0.0566,-0.0219,-0.4561,-0.0531,-6.1154
3119,苏宁易购,-0.0566,-0.0696,-1.0974,-0.1247,-14.8079
3120,恒丰纸业,-0.0569,-0.0336,-1.4208,-0.1523,-15.4156
3121,洛阳玻璃,-0.0572,-0.0178,-3.4599,-0.0254,-3.1702
3122,朗源股份,-0.0576,-0.0143,-0.3442,-0.0476,-5.32
3123,任子行,-0.0581,-0.0293,-0.5059,-0.0729,-9.8014
3124,科创信息,-0.0585,-0.0316,-0.5512,-0.0962,-10.9635
3125,长安汽车,-0.0586,-0.0416,-5.3742,-0.0821,-9.0071
3126,玉龙股份,-0.0586,-0.0315,-9.7191,-0.2104,-21.9777
3127,中装建设,-0.0592,-0.0518,-1.4872,-0.0955,-9.9625
3128,杭州高新,-0.0595,-0.0457,-2.4639,-0.0969,-10.0306
3129,石化机械,-0.0597,-0.0375,-9.1922,-0.0496,-5.0576
3130,宏达电子,-0.06,-0.0227,-0.1744,-0.3921,-46.9226
3131,金隅集团,-0.0607,-0.0188,-1.1778,-0.0267,-3.9029
3132,英威腾,-0.0608,-0.0397,-0.7617,-0.0968,-9.9671
3133,大冷股份,-0.0609,-0.0215,-1.0682,-0.0567,-7.4008
3134,大烨智能,-0.0611,-0.0273,-0.607,-0.1047,-10.8154
3135,青岛双星,-0.0611,-0.0255,-7.9301,-0.0448,-5.2298
3136,金莱特,-0.0611,-0.0512,,-0.1242,-12.6008
3137,*ST新亿,-0.0615,-0.0007,-0.0836,-0.0016,-0.242
3138,三泰控股,-0.0618,-0.0125,,-0.1537,-15.6351
3139,新疆交建,-0.0629,-0.0332,-0.9238,-0.0441,-4.9347
3140,海螺型材,-0.063,-0.0514,-62.187,-0.1692,-17.8653
3141,快意电梯,-0.0635,-0.0362,-0.7758,-0.1166,-12.9948
3142,科顺股份,-0.0641,-0.0403,-1.0712,-0.0986,-10.6313
3143,长高集团,-0.0643,-0.0278,,-0.0522,-6.347
3144,科融环境,-0.0645,-0.0165,,-0.0253,-3.1733
3145,创意信息,-0.0649,-0.0293,,-0.0877,-9.1655
3146,中环装备,-0.0649,-0.0212,-3.3964,-0.0331,-3.4469
3147,天成自控,-0.0653,-0.0269,-1.7114,-0.0471,-5.9374
3148,星云股份,-0.0653,-0.0281,-0.9886,-0.1151,-11.5054
3149,诚邦股份,-0.0655,-0.0307,-0.9006,-0.0627,-6.6022
3150,同济堂,-0.0656,-0.0815,-1.2589,-0.2959,-36.2684
3151,重药控股,-0.0661,-0.0848,-2.2716,-0.1421,-15.7235
3152,久联发展,-0.0663,-0.0362,-1.6622,-0.0539,-6.6967
3153,科蓝软件,-0.0664,-0.0356,-1.1883,-0.0747,-8.1557
3154,华西股份,-0.067,-0.0163,-0.58,-0.0279,-8.1673
3155,浪莎股份,-0.0676,-0.0376,-0.8989,-0.1333,-13.4295
3156,启迪桑德,-0.0676,-0.0186,-1.0781,-0.0303,-4.7185
3157,环能科技,-0.0679,-0.0247,-0.5532,-0.0516,-5.6812
3158,*ST新海,-0.0685,-0.0107,,-0.0153,-2.1441
3159,智光电气,-0.0685,-0.0352,-2.2964,-0.0842,-11.8162
3160,瑞和股份,-0.0685,-0.0469,-1.4451,-0.0874,-8.7473
3161,富临精工,-0.0686,-0.0311,,-0.0629,-7.1631
3162,江淮汽车,-0.0689,-0.0727,,-0.1023,-12.6886
3163,英飞拓,-0.0693,-0.0542,-2.119,-0.1657,-17.6832
3164,一拖股份,-0.0694,-0.0293,,-0.0453,-5.3514
3165,西安旅游,-0.0695,-0.051,-0.7129,-0.1822,-18.8071
3166,德新交运,-0.0695,-0.0148,-0.0458,-0.1038,-24.2693
3167,高斯贝尔,-0.0696,-0.0472,,-0.0978,-10.1459
3168,华体科技,-0.0697,-0.0431,-0.5203,-0.1376,-13.7571
